Source Port,Destination Port,NAT Source Port,NAT Destination Port,Action,Bytes,Bytes Sent,Bytes Received,Packets,Elapsed Time (sec),pkts_sent,pkts_received,Rule ID,HitCount
56878,445,0,0,deny,70,70,0,1,0,1,0,35989,1
56874,445,0,0,deny,70,70,0,1,0,1,0,35990,1
56872,445,0,0,deny,70,70,0,1,0,1,0,26247,3
443,43775,0,0,deny,97,97,0,1,0,1,0,20953,5
49699,64147,0,0,deny,66,66,0,1,0,1,0,34640,3
52294,445,0,0,deny,66,66,0,1,0,1,0,35991,1
51858,445,0,0,deny,70,70,0,1,0,1,0,11053,2
51856,445,0,0,deny,70,70,0,1,0,1,0,35992,2
60923,49903,0,0,deny,66,66,0,1,0,1,0,35993,3
62392,15503,0,0,deny,62,62,0,1,0,1,0,6896,4
5575,8889,5575,8889,deny,498,498,0,1,0,1,0,35576,3
9092,26672,0,0,deny,60,60,0,1,0,1,0,35790,4
56869,445,0,0,deny,70,70,0,1,0,1,0,35994,1
49664,37965,0,0,deny,66,66,0,1,0,1,0,34649,3
24480,35440,0,0,deny,66,66,0,1,0,1,0,33927,3
51852,445,0,0,deny,70,70,0,1,0,1,0,11054,2
56865,445,0,0,deny,70,70,0,1,0,1,0,27012,2
56864,445,0,0,deny,70,70,0,1,0,1,0,35995,1
56861,445,0,0,deny,70,70,0,1,0,1,0,35996,1
55296,23718,0,0,deny,66,66,0,1,0,1,0,34650,3
52287,445,0,0,deny,66,66,0,1,0,1,0,35997,1
47962,16069,0,0,deny,62,62,0,1,0,1,0,34625,3
51851,445,0,0,deny,70,70,0,1,0,1,0,35998,1
52282,445,0,0,deny,66,66,0,1,0,1,0,35999,1
52283,445,0,0,deny,66,66,0,1,0,1,0,36000,1
52280,445,0,0,deny,66,66,0,1,0,1,0,36001,1
52276,445,0,0,deny,66,66,0,1,0,1,0,36002,1
52277,445,0,0,deny,66,66,0,1,0,1,0,35154,2
52275,445,0,0,deny,66,66,0,1,0,1,0,35155,2
62452,21247,0,0,deny,62,62,0,1,0,1,0,36003,3
64482,64147,0,0,deny,66,66,0,1,0,1,0,34642,3
16387,26193,0,0,deny,60,60,0,1,0,1,0,34052,3
16387,35308,0,0,deny,60,60,0,1,0,1,0,34053,3
16387,56995,0,0,deny,60,60,0,1,0,1,0,34146,4
23528,44847,0,0,deny,146,146,0,1,0,1,0,31849,3
51846,445,0,0,deny,70,70,0,1,0,1,0,36004,1
56860,445,0,0,deny,70,70,0,1,0,1,0,36005,1
56858,445,0,0,deny,70,70,0,1,0,1,0,36006,1
56854,445,0,0,deny,70,70,0,1,0,1,0,26261,2
56967,35440,0,0,deny,66,66,0,1,0,1,0,36007,3
61426,64910,0,0,deny,66,66,0,1,0,1,0,33826,3
52273,445,0,0,deny,66,66,0,1,0,1,0,35156,2
54339,23117,0,0,deny,66,66,0,1,0,1,0,33941,3
56852,445,0,0,deny,70,70,0,1,0,1,0,36008,1
52269,445,0,0,deny,66,66,0,1,0,1,0,9955,2
52267,445,0,0,deny,66,66,0,1,0,1,0,36009,1
52265,445,0,0,deny,66,66,0,1,0,1,0,36010,1
37876,5900,0,0,deny,60,60,0,1,0,1,0,36011,1
52263,445,0,0,deny,66,66,0,1,0,1,0,9968,2
50668,58833,0,0,deny,62,62,0,1,0,1,0,36012,3
30303,19391,0,0,deny,181,181,0,1,0,1,0,36013,1
80,37649,0,0,deny,60,60,0,1,0,1,0,15598,9
80,53945,0,0,deny,60,60,0,1,0,1,0,15833,9
54471,36237,0,0,deny,66,66,0,1,0,1,0,34665,3
56844,445,0,0,deny,70,70,0,1,0,1,0,36014,1
33832,55108,0,0,deny,148,148,0,1,0,1,0,36015,1
59918,44847,0,0,deny,66,66,0,1,0,1,0,34660,3
51833,445,0,0,deny,70,70,0,1,0,1,0,36016,2
43580,57470,0,0,deny,145,145,0,1,0,1,0,36017,1
443,11135,0,0,deny,66,66,0,1,0,1,0,36018,1
80,9918,0,0,deny,60,60,0,1,0,1,0,16788,9
56836,445,0,0,deny,70,70,0,1,0,1,0,26325,3
56837,445,0,0,deny,70,70,0,1,0,1,0,27028,2
46557,57866,0,0,deny,62,62,0,1,0,1,0,36019,3
63852,35440,0,0,deny,66,66,0,1,0,1,0,33953,3
0,0,0,0,deny,60,60,0,1,0,1,0,965,88
48087,16069,0,0,deny,66,66,0,1,0,1,0,34672,3
52255,445,0,0,deny,66,66,0,1,0,1,0,36020,1
5223,44091,0,0,deny,220,220,0,1,0,1,0,32869,8
34211,23,0,0,deny,60,60,0,1,0,1,0,36021,1
52245,445,0,0,deny,66,66,0,1,0,1,0,35312,2
50439,64147,0,0,deny,66,66,0,1,0,1,0,33958,3
51826,445,0,0,deny,70,70,0,1,0,1,0,36022,2
56825,445,0,0,deny,70,70,0,1,0,1,0,26334,2
1024,64147,0,0,deny,62,62,0,1,0,1,0,6604,15
51824,445,0,0,deny,70,70,0,1,0,1,0,36023,1
42685,51180,0,0,deny,62,62,0,1,0,1,0,34657,3
1431,30041,0,0,deny,62,62,0,1,0,1,0,36024,3
51822,445,0,0,deny,70,70,0,1,0,1,0,11094,2
39217,31573,0,0,deny,146,146,0,1,0,1,0,36025,1
31748,56205,0,0,deny,146,146,0,1,0,1,0,24567,3
13654,50584,0,0,deny,62,62,0,1,0,1,0,34436,3
52243,445,0,0,deny,66,66,0,1,0,1,0,36026,1
44491,50584,0,0,deny,146,146,0,1,0,1,0,20464,3
40834,50584,0,0,deny,62,62,0,1,0,1,0,26016,3
52236,445,0,0,deny,66,66,0,1,0,1,0,9983,2
64890,51180,0,0,deny,66,66,0,1,0,1,0,34690,3
52231,445,0,0,deny,66,66,0,1,0,1,0,36027,1
24592,50584,0,0,deny,62,62,0,1,0,1,0,35386,2
25880,44847,0,0,deny,146,146,0,1,0,1,0,36028,1
51815,445,0,0,deny,70,70,0,1,0,1,0,11091,2
60192,35440,0,0,deny,62,62,0,1,0,1,0,26575,6
8976,44847,0,0,deny,66,66,0,1,0,1,0,33965,3
51815,51221,0,0,deny,74,74,0,1,0,1,0,35385,3
56327,44512,0,0,deny,66,66,0,1,0,1,0,36029,3
51813,445,0,0,deny,70,70,0,1,0,1,0,36030,2
49418,27016,14268,27016,allow,236,71,165,2,30,1,1,35749,23
49418,27016,42028,27016,allow,246,71,175,2,30,1,1,35749,23
49418,52013,5997,52013,allow,257,71,186,2,30,1,1,35957,2
39396,443,4891,443,allow,7531,2720,4811,24,331,13,11,36031,1
61459,80,3928,80,allow,4671,2593,2078,15,85,9,6,36032,1
43106,443,35974,443,allow,3259,1913,1346,18,16,8,10,36033,1
44740,443,62303,443,allow,5954,1454,4500,22,142,13,9,36034,1
49418,27015,34023,27015,allow,249,71,178,2,30,1,1,35708,76
49418,27015,33472,27015,allow,71,71,0,1,30,1,0,35708,76
49418,27015,48509,27015,allow,266,71,195,2,31,1,1,35708,76
49418,27013,52057,27013,allow,230,71,159,2,31,1,1,36035,2
65339,53,50441,53,allow,186,95,91,2,31,1,1,3796,5
49418,27019,50504,27019,allow,71,71,0,1,30,1,0,36036,4
43105,443,31281,443,allow,3115,1849,1266,18,16,8,10,36037,1
64992,53,63333,53,allow,170,87,83,2,30,1,1,17333,5
49418,27016,27118,27016,allow,231,71,160,2,30,1,1,35749,23
55231,443,25575,443,allow,10684454,328574,10355880,11599,77,3693,7906,36038,1
65317,80,47905,80,allow,1014,507,507,8,133,5,3,36039,1
55519,53,8879,53,allow,186,95,91,2,30,1,1,35972,2
49418,27016,26293,27016,allow,257,71,186,2,30,1,1,35749,23
51117,60038,0,0,allow,66,66,0,1,90,1,0,36040,1
51101,80,9411,80,allow,366,240,126,7,20,5,2,36041,1
53974,53,45539,53,allow,578,286,292,9,15,5,4,36042,1
60022,443,60022,443,allow,18674,1910,16764,32,18,17,15,29940,3
49759,53,28731,53,allow,216,110,106,2,30,1,1,7811,7
50614,443,33140,443,allow,3499,1732,1767,15,16,9,6,36043,1
50447,443,44649,443,allow,12362,3372,8990,34,143,18,16,36044,1
49418,27017,46358,27017,allow,252,71,181,2,30,1,1,35714,19
57367,53,62826,53,allow,170,87,83,2,30,1,1,35922,4
45713,53,45713,53,allow,217,87,130,2,30,1,1,36045,1
6354,53,6354,53,allow,217,87,130,2,30,1,1,36046,1
49418,27019,38743,27019,allow,251,71,180,2,30,1,1,36036,4
49418,27018,61835,27018,allow,248,71,177,2,30,1,1,35861,12
51425,53,0,0,allow,194,87,107,2,30,1,1,36047,1
49418,27016,46428,27016,allow,249,71,178,2,30,1,1,35749,23
49418,27015,56301,27015,allow,258,71,187,2,30,1,1,35708,76
49418,27017,12752,27017,allow,283,71,212,2,31,1,1,35714,19
49418,27015,14381,27015,allow,248,71,177,2,31,1,1,35708,76
51744,1678,56992,1678,allow,66,66,0,1,5,1,0,36048,2
51341,7000,51341,7000,allow,3132,815,2317,14,16,7,7,36049,1
51745,2572,3211,2572,allow,66,66,0,1,5,1,0,36050,2
54631,443,58856,443,allow,8367,3945,4422,81,616,42,39,24205,3
28470,80,28470,80,allow,355544,12402,343142,378,26,134,244,36051,1
35647,3389,35647,3389,allow,4575,2400,2175,20,18,11,9,36052,1
50496,443,2792,443,allow,751676,8792,742884,617,16,123,494,34574,2
43230,80,43230,80,allow,6776,692,6084,16,20,8,8,36053,1
64320,53,33961,53,allow,198,101,97,2,30,1,1,21921,5
49418,27016,22907,27016,allow,254,71,183,2,30,1,1,35749,23
10001,40041,23223,40041,allow,151,89,62,2,30,1,1,36054,1
28858,80,28858,80,allow,83253,4938,78315,99,26,39,60,36055,1
49418,27017,63792,27017,allow,256,71,185,2,30,1,1,35714,19
53670,53,0,0,allow,82,82,0,1,30,1,0,36056,1
29245,80,29245,80,allow,27233,4047,23186,44,27,20,24,36057,1
49418,27017,33582,27017,allow,71,71,0,1,30,1,0,35714,19
49418,27015,17910,27015,allow,232,71,161,2,31,1,1,35708,76
63810,443,22948,443,allow,8243,4867,3376,33,137,16,17,36058,1
62524,123,21935,123,allow,184,94,90,2,31,1,1,36059,1
60354,443,37287,443,allow,10223,3933,6290,49,115,22,27,36060,1
61143,443,58972,443,allow,6391,3788,2603,14,121,7,7,36061,1
53442,443,36564,443,allow,28728581,857403,27871178,29322,132,8944,20378,32625,2
61475,443,7125,443,allow,198481,12339,186142,247,64,112,135,36062,1
23151,53,23151,53,allow,194,87,107,2,31,1,1,36063,1
60962,53,0,0,allow,180,80,100,2,31,1,1,36064,1
59455,53,0,0,allow,221,81,140,2,31,1,1,36065,1
30960,45673,1133,45673,allow,462,462,0,8,3633,8,0,36066,1
64025,24855,0,0,allow,66,66,0,1,90,1,0,36067,1
51812,445,0,0,deny,70,70,0,1,0,1,0,36068,2
61315,48817,0,0,deny,62,62,0,1,0,1,0,34678,3
51811,445,0,0,deny,70,70,0,1,0,1,0,11106,2
51810,445,0,0,deny,70,70,0,1,0,1,0,36069,1
64897,2323,0,0,deny,60,60,0,1,0,1,0,36070,1
51806,445,0,0,deny,70,70,0,1,0,1,0,11107,2
51807,445,0,0,deny,70,70,0,1,0,1,0,36071,1
56815,445,0,0,deny,70,70,0,1,0,1,0,36072,1
56813,445,0,0,deny,70,70,0,1,0,1,0,36073,1
56812,445,0,0,deny,70,70,0,1,0,1,0,36074,1
18655,50584,0,0,deny,62,62,0,1,0,1,0,35428,3
52214,445,0,0,deny,66,66,0,1,0,1,0,36075,1
52220,445,0,0,deny,66,66,0,1,0,1,0,10056,3
51837,37965,0,0,deny,66,66,0,1,0,1,0,34742,3
52219,445,0,0,deny,66,66,0,1,0,1,0,36076,1
52217,445,0,0,deny,66,66,0,1,0,1,0,36077,1
52215,445,0,0,deny,66,66,0,1,0,1,0,36078,1
52216,445,0,0,deny,66,66,0,1,0,1,0,35350,2
52213,445,0,0,deny,66,66,0,1,0,1,0,36079,1
52212,445,0,0,deny,66,66,0,1,0,1,0,36080,1
36656,64147,0,0,deny,62,62,0,1,0,1,0,34661,3
51792,445,0,0,deny,70,70,0,1,0,1,0,36081,1
51791,445,0,0,deny,70,70,0,1,0,1,0,36082,1
51788,445,0,0,deny,70,70,0,1,0,1,0,36083,2
49418,27017,35147,27017,allow,78,78,0,1,30,1,0,35714,19
40583,80,60376,80,allow,898,543,355,10,255,6,4,36084,1
28275,80,28275,80,allow,303421,10894,292527,324,26,116,208,36085,1
20898,53,20898,53,allow,233,90,143,2,32,1,1,36086,1
51758,31009,36831,31009,allow,70,70,0,2,8,2,0,34773,2
45057,443,53651,443,allow,1394,733,661,14,80,8,6,6851,2
49418,27017,15205,27017,allow,252,78,174,2,30,1,1,35714,19
49996,53,6579,53,allow,183,94,89,2,30,1,1,6549,6
55899,443,47257,443,allow,4819,2304,2515,16,135,8,8,36087,1
49418,27016,47902,27016,allow,245,78,167,2,30,1,1,35749,23
65319,80,8384,80,allow,2284,484,1800,10,133,6,4,36088,1
58052,25,34376,25,allow,540,256,284,9,30,5,4,36089,1
63741,36776,9191,36776,allow,70,70,0,1,4,1,0,36090,2
10002,40012,52638,40012,allow,261,198,63,2,29,1,1,36091,1
49418,27015,8182,27015,allow,252,78,174,2,29,1,1,35708,76
49418,27016,33402,27016,allow,259,78,181,2,29,1,1,35749,23
49418,27015,20028,27015,allow,264,78,186,2,29,1,1,35708,76
49418,27015,52265,27015,allow,266,78,188,2,30,1,1,35708,76
49418,27015,32130,27015,allow,260,78,182,2,30,1,1,35708,76
49418,49000,14471,49000,allow,270,78,192,2,30,1,1,36092,1
51060,80,61015,80,allow,4632,2660,1972,49,193,26,23,36093,1
51231,443,1331,443,allow,1396,735,661,14,80,8,6,22783,2
41502,443,22197,443,allow,1053,566,487,10,48,6,4,36094,1
50448,443,27905,443,allow,10382,3262,7120,30,142,16,14,26672,3
50912,80,58684,80,allow,9578491,119422,9459069,8079,137,1689,6390,36095,1
57886,80,60119,80,allow,6526,1210,5316,15,17,8,7,36096,1
41999,80,10138,80,allow,38137,1920,36217,51,81,24,27,36097,1
63742,26305,40966,26305,allow,70,70,0,1,4,1,0,36098,2
50048,80,54605,80,allow,2140,1030,1110,22,149,8,14,36099,1
38091,7275,44065,7275,allow,350,210,140,6,15,4,2,36100,1
65011,53,20412,53,allow,183,94,89,2,29,1,1,12607,6
56955,53,20294,53,allow,184,86,98,2,29,1,1,8358,9
64520,53,44752,53,allow,184,86,98,2,29,1,1,13719,5
38211,123,28193,123,allow,184,94,90,2,29,1,1,36101,1
49418,27015,10652,27015,allow,224,78,146,2,30,1,1,35708,76
57367,53,51549,53,allow,177,94,83,2,29,1,1,35922,4
49815,53,18819,53,allow,212,102,110,2,29,1,1,8166,3
49418,27015,65524,27015,allow,287,78,209,2,30,1,1,35708,76
49527,53,19400,53,allow,200,94,106,2,30,1,1,10729,5
55088,53,55518,53,allow,193,102,91,2,30,1,1,2071,8
49418,27015,2773,27015,allow,243,78,165,2,30,1,1,35708,76
64828,53,62244,53,allow,260,102,158,2,30,1,1,15201,3
56018,443,53493,443,allow,162,102,60,2,5,1,1,36102,1
58876,80,60067,80,allow,32098,2435,29663,47,75,24,23,36103,1
47812,443,45871,443,allow,25864,15150,10714,105,217,54,51,36104,1
44861,443,26247,443,allow,1053,566,487,10,47,6,4,21364,2
34183,443,44472,443,allow,10459,2529,7930,31,375,13,18,36105,1
60139,53,31222,53,allow,218,78,140,2,30,1,1,36106,1
45601,443,27195,443,allow,5378,984,4394,18,17,10,8,36107,1
63112,443,43251,443,allow,3695,2713,982,21,82,12,9,36108,1
46342,53,46342,53,allow,233,90,143,2,32,1,1,36109,2
56335,53,31703,53,allow,260,102,158,2,30,1,1,35035,3
63770,24466,46194,24466,allow,312,132,180,6,6,3,3,36110,1
51495,443,20935,443,allow,55465,11462,44003,89,31,43,46,36111,1
55971,53,55971,53,allow,233,90,143,2,33,1,1,36112,1
51760,36558,43821,36558,allow,70,70,0,2,8,2,0,34780,2
10092,443,29539,443,allow,130,70,60,3,5,2,1,36113,1
60329,7000,60329,7000,allow,3959,1738,2221,15,15,8,7,36114,1
35735,80,48997,80,allow,1155,781,374,10,15,6,4,36115,1
50597,443,31048,443,allow,8031,1915,6116,24,17,12,12,36116,1
54889,53,54889,53,allow,832,106,726,2,30,1,1,36117,1
50579,443,37078,443,allow,2707,1383,1324,29,36,16,13,36118,1
28391,80,28391,80,allow,12237,2818,9419,27,26,14,13,36119,1
57298,8765,45553,8765,allow,2466,1350,1116,37,569,19,18,36120,1
60397,43129,12174,43129,allow,70,70,0,2,8,2,0,34787,2
64320,53,61236,53,allow,199,102,97,2,30,1,1,21921,5
55377,53,9978,53,allow,228,110,118,2,30,1,1,3392,7
62877,53,36980,53,allow,248,78,170,2,30,1,1,36121,1
64891,53,17816,53,allow,211,102,109,2,30,1,1,15398,2
49418,27015,23061,27015,allow,256,78,178,2,30,1,1,35708,76
49482,53,59102,53,allow,196,94,102,2,30,1,1,7456,2
55088,53,58589,53,allow,193,102,91,2,30,1,1,2071,8
65147,53,52735,53,allow,323,102,221,2,30,1,1,12144,4
49418,27015,26438,27015,allow,78,78,0,1,30,1,0,35708,76
64314,53,49422,53,allow,319,126,193,2,30,1,1,8797,2
49418,27025,2656,27025,allow,250,78,172,2,30,1,1,35891,3
49418,27015,42227,27015,allow,251,78,173,2,30,1,1,35708,76
40500,53,40500,53,allow,203,82,121,2,30,1,1,36122,1
49807,53,0,0,allow,218,77,141,2,30,1,1,36123,1
56650,53,58049,53,allow,253,102,151,2,30,1,1,36124,1
59112,53,0,0,allow,296,76,220,2,30,1,1,36125,1
49418,27018,53537,27018,allow,256,78,178,2,30,1,1,35861,12
49418,27016,30888,27016,allow,255,78,177,2,30,1,1,35749,23
65381,53,45140,53,allow,241,110,131,2,30,1,1,11968,2
49418,27015,37811,27015,allow,236,78,158,2,30,1,1,35708,76
51761,19136,54705,19136,allow,70,70,0,2,8,2,0,34774,2
50444,80,3294,80,allow,378,192,186,7,19,4,3,36126,1
65399,53,0,0,allow,191,75,116,2,30,1,1,36127,1
61320,53,0,0,allow,194,80,114,2,30,1,1,36128,1
49418,27015,40733,27015,allow,242,78,164,2,30,1,1,35708,76
65339,53,24574,53,allow,193,102,91,2,30,1,1,3796,5
57040,53,51890,53,allow,236,94,142,2,30,1,1,7956,4
50533,443,28213,443,allow,3518,1654,1864,10,120,5,5,36129,1
51221,19072,17591,19072,allow,330,330,0,6,1200,6,0,36130,1
44516,443,57254,443,allow,4709,2451,2258,18,304,8,10,36131,2
49418,27111,53348,27111,allow,258,78,180,2,30,1,1,36132,1
6881,8999,10252,8999,allow,502,150,352,2,1199,1,1,36133,1
49418,27016,45260,27016,allow,255,78,177,2,30,1,1,35749,23
49418,27015,38539,27015,allow,249,78,171,2,30,1,1,35708,76
65256,53,29045,53,allow,357,105,252,4,57,2,2,19661,2
64946,53,64946,53,allow,233,90,143,2,33,1,1,8175,4
49418,27019,26998,27019,allow,242,78,164,2,30,1,1,36036,4
63744,47106,28036,47106,allow,70,70,0,1,4,1,0,36134,2
65316,80,11827,80,allow,2430,531,1899,10,133,6,4,36135,1
53549,40826,14418,40826,allow,492,306,186,8,14,5,3,36136,1
49418,27333,30238,27333,allow,254,78,176,2,30,1,1,36137,1
61717,80,65373,80,allow,6160,2912,3248,17,18,9,8,36138,1
63743,46081,6085,46081,allow,70,70,0,1,4,1,0,36139,2
50443,80,16210,80,allow,378,192,186,7,19,4,3,11519,2
47123,443,37885,443,allow,1053,566,487,10,43,6,4,36140,1
49759,53,16085,53,allow,216,110,106,2,29,1,1,7811,7
49903,53,18446,53,allow,215,102,113,2,29,1,1,14223,3
50445,443,50834,443,allow,14431,2090,12341,42,142,20,22,36141,1
48568,443,2828,443,allow,56258,45661,10597,165,244,88,77,36142,1
53547,27759,47610,27759,allow,684,432,252,10,16,6,4,36143,1
49575,53,59647,53,allow,244,102,142,2,29,1,1,7446,2
49418,27016,34441,27016,allow,263,78,185,2,29,1,1,35749,23
49418,27015,32548,27015,allow,255,78,177,2,29,1,1,35708,76
56779,43137,58075,43137,allow,70,70,0,2,8,2,0,34834,2
64654,53,63011,53,allow,240,110,130,2,30,1,1,36144,1
55600,80,11201,80,allow,70,70,0,2,8,2,0,34793,2
51763,34121,10888,34121,allow,70,70,0,2,8,2,0,34749,2
59794,443,46382,443,allow,408,78,330,6,25,1,5,36145,1
57367,53,32502,53,allow,177,94,83,2,30,1,1,35922,4
49996,53,8571,53,allow,183,94,89,2,30,1,1,6549,6
49418,27017,24547,27017,allow,258,78,180,2,29,1,1,35714,19
49580,53,62367,53,allow,196,102,94,2,30,1,1,13595,5
49418,27016,62306,27016,allow,261,78,183,2,30,1,1,35749,23
49810,53,13654,53,allow,244,94,150,2,30,1,1,36146,1
55088,53,3753,53,allow,193,102,91,2,29,1,1,2071,8
49418,27016,5778,27016,allow,263,78,185,2,29,1,1,35749,23
49418,31000,20791,31000,allow,78,78,0,1,30,1,0,36147,2
49640,53,5967,53,allow,402,118,284,2,30,1,1,36148,1
54987,53,61181,53,allow,215,102,113,2,30,1,1,36149,1
49115,443,63602,443,allow,361013,18864,342149,392,296,110,282,36150,1
60383,16881,9133,16881,allow,564,318,246,9,18,5,4,36151,1
45055,443,37161,443,allow,1392,731,661,14,80,8,6,36152,1
60390,56494,54167,56494,allow,70,70,0,1,5,1,0,36153,2
52953,80,11532,80,allow,3247,1730,1517,12,36,7,5,36154,1
40465,443,49132,443,allow,1053,566,487,10,47,6,4,36155,1
51607,53,31669,53,allow,284,86,198,2,30,1,1,15938,3
49418,27016,58886,27016,allow,242,78,164,2,30,1,1,35749,23
49418,27020,23482,27020,allow,248,78,170,2,30,1,1,35867,2
49418,31000,56556,31000,allow,260,78,182,2,30,1,1,36147,2
52751,443,8615,443,allow,5378,984,4394,18,17,10,8,36156,1
49174,443,55183,443,allow,524887,14310,510577,546,18,201,345,36157,1
49759,53,4425,53,allow,381,110,271,4,32,2,2,7811,7
51759,55308,58744,55308,allow,70,70,0,2,8,2,0,34771,2
63563,24096,60999,24096,allow,198,198,0,1,5,1,0,27625,2
47651,443,48756,443,allow,1053,566,487,10,43,6,4,36158,1
50416,80,7917,80,allow,11343,3864,7479,22,21,11,11,36159,1
50442,80,8641,80,allow,378,192,186,7,19,4,3,10153,2
55627,53,18188,53,allow,240,110,130,2,30,1,1,3391,5
50912,443,28892,443,allow,8527,2387,6140,21,31,11,10,14284,2
49418,27015,19557,27015,allow,255,78,177,2,30,1,1,35708,76
49418,27015,62235,27015,allow,258,78,180,2,30,1,1,35708,76
64992,53,56297,53,allow,177,94,83,2,30,1,1,17333,5
123,123,4741,123,allow,184,94,90,2,30,1,1,855,34
55167,443,39745,443,allow,12946,5235,7711,38,185,21,17,36160,1
49545,443,58325,443,allow,7189,1694,5495,31,131,14,17,22105,2
59836,443,35828,443,allow,1394,733,661,14,80,8,6,34715,2
51762,12747,44025,12747,allow,70,70,0,2,8,2,0,34823,2
47894,443,64449,443,allow,70,70,0,2,5,2,0,13299,3
53225,443,23994,443,allow,6659,1215,5444,17,15,9,8,14567,2
28608,80,28608,80,allow,602483,18143,584340,627,27,219,408,36161,1
64320,53,46178,53,allow,199,102,97,2,30,1,1,21921,5
49418,27016,26183,27016,allow,262,78,184,2,30,1,1,35749,23
49418,27018,39364,27018,allow,247,78,169,2,30,1,1,35861,12
49418,30000,55086,30000,allow,280,78,202,2,30,1,1,36162,1
3027,53,3027,53,allow,199,90,109,2,30,1,1,36163,1
49418,27222,49485,27222,allow,245,78,167,2,30,1,1,36164,1
49418,27015,26832,27015,allow,248,78,170,2,30,1,1,35708,76
45225,443,59513,443,allow,11233,3101,8132,37,150,18,19,36165,1
49418,27017,11133,27017,allow,247,78,169,2,30,1,1,35714,19
37525,443,14541,443,allow,9082,3492,5590,26,61,15,11,36166,1
57333,53,41487,53,allow,258,110,148,2,31,1,1,13380,4
49246,53,63715,53,allow,286,102,184,2,31,1,1,6011,6
49561,53,53882,53,allow,211,102,109,2,30,1,1,8176,3
49160,63307,39518,63307,allow,854,150,704,4,1200,2,2,36167,1
10151,55149,20876,55149,allow,481,150,331,2,1200,1,1,36168,1
51221,27417,45430,27417,allow,481,150,331,2,1200,1,1,36169,1
65339,53,13346,53,allow,949,285,664,8,39,4,4,3796,5
53110,8830,57205,8830,allow,70,70,0,1,5,1,0,36170,2
53464,443,61601,443,allow,6550,1555,4995,25,53,13,12,36171,1
57470,10748,14210,10748,allow,594,594,0,10,1200,10,0,36172,1
53554,8999,45352,8999,allow,130,70,60,2,5,1,1,36173,2
59635,7275,39827,7275,allow,448,78,370,6,25,1,5,36174,1
64090,53,12119,53,allow,227,102,125,2,30,1,1,36175,1
57470,6881,51127,6881,allow,594,594,0,10,1200,10,0,5246,21
63762,41373,50271,41373,allow,66,66,0,2,8,2,0,35023,2
50690,443,43818,443,allow,354,294,60,2,5,1,1,36176,2
49418,27015,50177,27015,allow,78,78,0,1,30,1,0,35708,76
7222,57470,0,0,deny,62,62,0,1,0,1,0,12240,6
51782,445,0,0,deny,70,70,0,1,0,1,0,36177,2
51781,445,0,0,deny,70,70,0,1,0,1,0,36178,2
55056,56205,0,0,deny,62,62,0,1,0,1,0,36179,3
53987,57470,0,0,deny,66,66,0,1,0,1,0,34030,3
24144,57470,0,0,deny,62,62,0,1,0,1,0,11762,6
16660,55783,0,0,deny,62,62,0,1,0,1,0,33902,3
45908,3383,0,0,deny,60,60,0,1,0,1,0,5479,11
50877,30041,0,0,deny,62,62,0,1,0,1,0,36180,3
56805,445,0,0,deny,70,70,0,1,0,1,0,36181,1
56804,445,0,0,deny,70,70,0,1,0,1,0,36182,1
56797,445,0,0,deny,70,70,0,1,0,1,0,36183,1
52913,2767,0,0,deny,66,66,0,1,0,1,0,34032,3
50788,48817,0,0,deny,66,66,0,1,0,1,0,34754,3
52200,445,0,0,deny,66,66,0,1,0,1,0,35364,2
52199,445,0,0,deny,66,66,0,1,0,1,0,36184,1
52197,445,0,0,deny,66,66,0,1,0,1,0,36185,1
59879,55783,0,0,deny,66,66,0,1,0,1,0,34035,3
56794,445,0,0,deny,70,70,0,1,0,1,0,36186,1
51770,445,0,0,deny,70,70,0,1,0,1,0,36187,1
20726,2767,0,0,deny,66,66,0,1,0,1,0,34039,3
56792,445,0,0,deny,70,70,0,1,0,1,0,36188,1
19570,50584,0,0,deny,66,66,0,1,0,1,0,34873,3
56791,445,0,0,deny,70,70,0,1,0,1,0,36189,1
56784,445,0,0,deny,70,70,0,1,0,1,0,27201,2
56783,445,0,0,deny,70,70,0,1,0,1,0,36190,1
51766,445,0,0,deny,70,70,0,1,0,1,0,36191,1
61764,57470,0,0,deny,146,146,0,1,0,1,0,36192,1
54276,39004,0,0,deny,66,66,0,1,0,1,0,34047,3
59168,39004,0,0,deny,62,62,0,1,0,1,0,33955,3
3783,40740,0,0,deny,160,160,0,1,0,1,0,36193,1
32215,22114,0,0,deny,66,66,0,1,0,1,0,34049,3
51755,445,0,0,deny,70,70,0,1,0,1,0,11235,3
51756,445,0,0,deny,70,70,0,1,0,1,0,36194,1
56778,35440,0,0,deny,66,66,0,1,0,1,0,34883,3
1027,44847,0,0,deny,62,62,0,1,0,1,0,36195,2
59023,64097,0,0,deny,66,66,0,1,0,1,0,34145,3
51754,445,0,0,deny,70,70,0,1,0,1,0,11234,2
51753,445,0,0,deny,70,70,0,1,0,1,0,11246,3
49001,65473,0,0,deny,174,174,0,1,0,1,0,36196,1
51749,445,0,0,deny,70,70,0,1,0,1,0,36197,2
56773,445,0,0,deny,70,70,0,1,0,1,0,26526,3
56771,445,0,0,deny,70,70,0,1,0,1,0,36198,1
56768,445,0,0,deny,70,70,0,1,0,1,0,26530,3
54631,44847,0,0,deny,74,74,0,1,0,1,0,34878,3
53053,64147,0,0,deny,66,66,0,1,0,1,0,34147,3
